Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Isratunnahar Shimu,"BDS (RMC),DDS (BSMMU),BCS (Health)",Dentist,10.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Aesthetic Dentistry,Artificial Teeth,Conservative Dentistry,Cosmetic Dentistry,Dental Braces Fixing,Dental Caries,Dental Checkup (General),Dental Crowns,General dentistry,Impacted Teeth,Impacted Teeth,Laser Dentistry,Pediatric Dentistry,Sensitive Teeth,Dental Fillings"
Dr. Md. Iftekhar Ali Himel,"MBBS,(DMC),BCS (Health),FCPS (Medicine),CCD",Medicine Specialist,16.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Alcoholic Fatty Liver Disease,Depression and Anxiety in Diabetes,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Dr. Umme Habiba Jyoti,"MBBS,BCS (Health),FCPS (Medicine)",Medicine Specialist,15.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Mediastinal tumor,Medical Advisor,Medical Emergencies"
Dr. Md. Mamun kabir,"MBBS,BCS (Health),FCPS",Medicine Specialist,15.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,mediastinal tumor,Mediastinal tumor,Mediastinoscopy"
Assoc. Prof. Dr. Shahnaj Pervin,"MBBS,BCS,FCPS (Surgery),MS (Surgical Oncology,FACS",Oncologist,21.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Assoc. Prof. Dr. Mdi Shahid-Ul-Alam,"MBBS (DMC),BCS (Health),MS (Orthopedics)",Orthopedist,19.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Achilles Tendonitis,Arthroscopy,Baker's Cyst,Cubital Tunnel Syndrome,Herniated Disc,Joint Mobilization,Knee Osteotomy,Knee Replacement,Ligament Sprains,Rheumatoid arthritis,Spinal Disorders,Stress Fractures,Tennis Elbow,Trigger Finger"
Assoc. Prof. Dr. Lt. Col. Nasir Uddin Mahmud,"MBBS,FCPS( Surgery),FACS (USA),FMAS ( India)",Oncologist,24.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Assoc. Prof. Dr. M. A. Rahim,"MBBS,MD (Hepatology)",Hepatologist,16.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Bile flow obstruction,Gastroscopy,Hepatitis B Treatment,Hepatitis C Treatment,Intra-Uterine Insemination (IUI),Jaundice Treatment,Liver abscess,Liver Disease Treatment,Liver granulomas,Liver metastases,Liver vasculitis,Portal biliopathy,Primary biliary cholangitis (PBC),Primary sclerosing cholangitis (PSC),Wilson's Disease Treatment,Cirrhosis"
Dr. Md. Asifuzzaman Jamee,"MBBS,BCS (Health),FCPS (Medicine)",Medicine Specialist,16.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Abortion / Medical Termination of Pregnancy (MTP),Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Kidney Medicine,Lung & Mediastinal Tumors,mediastinal tumor"
Dr. Tanbin Rahman,"MBBS,MD (Haematology),MRCP (UK)",Hematologist,15.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Anemia,Blood Clots,Blood Transfusion,Bone marrow failure syndromes,Coagulation Disorders,Hemochromatosis (Excess Iron),Hemoglobinopathies (e.g., HbS, HbC),Hemolytic anemia,Hemophilia,Iron-deficiency anemia,Leukemia,Lymphoma,Plasma cell disorders,Sickle Cell Anemia,Thalassemia,Eosinophilic Disorders"
Prof. Dr. Shamsun Nahar Lucky,"MBBS,FCPS,MS (Obs and Gynae)","Gynecologist & Obstetrician
Infertility Specialist",15.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Embolization,Female Sexual Dysfunction,Gynae Problems,Hormone Dirtubances,Hysteroscopy,Menorrhagia (Menstrual Disorder),Ovarian Cystectomy,Ovarian Cysts,Pelvic Inflammatory Disease (PID),Polycystic Ovary Syndrome (PCOS),Pregnancy Care & Check-up,Premenstrual Syndrome (PMS),Recurrent Miscarriages,Sexually Transmitted Disease (STD) Treatment,Uterine Fibroids,Vaginal Infection Treatment,Dysmenorrhea (Menstrual Disorder)"
Dr. Iqbal Ahmed,"MBBS (Dhaka),CCD (BIRDEM),PGT (BSMMU).",Diabetologist,18.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Alcoholic Fatty Liver Disease,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Prof. Dr. Md. Dayem Uddin,"MBBS,MCPS,FCPS (Radiotherapy),FRCP (UK),PhD (Oncology)",Oncologist,28.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Soft Tissue Sarcoma,Thymic Carcinoma,Salivary Gland Tumors"
Prof. Dr. Zillur Rahman Bhuiyan,"MBBS,MPH,MPHIL",Oncologist,28.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Adnexal Tumors,Adrenal Cancer,Bladder Cancer,Bone-marrow Transfusion,Colorectal Cancer,Gastrointestinal Stromal Tumors (GIST),Gynecologic Oncology,Hodgkin's Lymphoma,Leukemia,Melanoma Treatment,Multiple Myeloma,Neuroblastoma,Pediatric Oncology,Salivary Gland Tumors,Soft Tissue Sarcoma,Thymic Carcinoma,Neuroendocrine Tumors (NETs)"
Asst. Prof. Dr. A. T. M. Mizanur Rahman,"MBBS,BCS (Health),MD (Medicine)",Medicine Specialist,16.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Kidney Medicine,mediastinal tumor,Mediastinal tumor,Mediastinoscopy,Medical Advisor"
Prof. Dr. Md. Motiur Rahman,"MBBS,BCS(Health),FCPS,MRCP",Medicine Specialist,22.0,Ibn Sina Diagnostic & Consultation Center | Rajshahi, Rajshahi-6201,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Cognitive remediation therapy (CRT),Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Maternal Fetal Medicine,Medical Advisor"
Prof. Dr. Zeenat Jabin,"MBBS,M. Phill (BSMMU),FANMB,PhD",Endocrinologist,24.0,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Adrenal Disorders,Adrenal Gland Disorders,Hyperlipidemia,Hyperthyroidism,Hypothyroidism,Obesity,Osteoporosis Treatment,Parathyroid diseases,Thyroid Disorder Treatment,Thyroid Disorders in Pregnancy,Thyroid Swelling,Pituitary Stalk Lesions"
Prof. Dr. Muhammad Mahbub Hussain,"MBBS,FCPS (Medicine),MD (Internal Medicine),FACP (USA),FRCP (UK)",Hepatologist,25.0,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Abnormal liver biochemical and function tests,Acute Liver Failure,Alcoholic Fatty Liver Disease,Alcoholic Liver Diseases,Cancer - Liver,Chronic Liver Disease,Colorectal & Hepatobiliary Surgery,Hepatitis A Treatment,Hepatitis B Treatment,Hepato-Biliary-Pancreatic,Interventional Hepatology,Hepatitis C Treatment"
Akhi Akter,"B.Sc (Hons),MS(Food & Nutrition,DU),M.Phil(Nutrition & Food Science,INFS,DU)",Nutritionist,8.0,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Child Nutrition,Detox Diet Counseling,Geriatric Nutrition,Geriatric Nutrition,Infant & Child nutrition,Liver Nutrition,Malnutrition,Managing nutrition,Naonatal Nutrition,Neonatal nutrition,Nutrition for Pregnant Women,Nutrition Programs,Nutritional Assessment,Nutritional Assessment,Nutritional Assessment,Diet for Athletes"
Raisa Arman,B.Sc Hon's. M.S. (Nutrition Science),Nutritionist,10.0,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Child Nutrition,Detox Diet Counseling,Diabetic Diet Counseling,Diet Counseling,Diet for Athletes,Geriatric Nutrition,Geriatric Nutrition,Infant & Child nutrition,Liver Nutrition,Malnutrition,Managing nutrition,Naonatal Nutrition,Neonatal nutrition,Nutrition for Pregnant Women,Diet For Kids"
Dr. A. Hossain Sumon,"MBBS,BCS(Health),D-Ortho",Orthopedic Surgeon,17.0,Digital Hospital Coxsbazar Pvt Ltd.| Cox's Bazar, Cox's Bazar-4700,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints"
Prof. Dr. Md. Nasir Uddin,"MBBS,FCPS (Surgery),PhD (USA)","General Surgeon
Laparoscopic Surgeon",28.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Appendix Removal,Colonoscopy,Cyst & Lipoma Removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Laparoscopic Surgery,Liver Biopsy,Lymph Node Biopsy,Minor Surgery,Perianal Abscess Drainage,Robotic Surgery,Skin Lesion Excision & Biopsy,Colon Resection"
Dr. Kazi Irfan Subhan,"MBBS,BCS (Health),MS (Neurosurgery)",Neurosurgeon,15.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Anterior Cervical Discectomy and Fusion (ACDF),Aortic Aneurysms,Blood Clots,Brain Tumors,Chiari Decompression,Cranioplasty,Deep Brain Stimulation (DBS),Endovascular Coiling,Intracranial Pressure Monitoring,Peripheral Nerve Surgery,Pituitary Tumors,Spinal Fusion,Spine Problems,Vascular Problems,Shunt Placement"
Asst. Prof. Dr. Rezaul Haque,"MBBS,BCS (Health),MD (Chest Medicine),FCCP ( America)",Pulmonologist,24.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Acute Bronchitis,Acute Respiratory Distress Syndrome (ARDS),Allergy Testing,Alpha-1 Antitrypsin Deficiency,Asthma,Bronchoscopy,Chronic Obstructive Pulmonary Disease (COPD) Treatment,Eosinophilia Treatment,Pneumonia Treatment,Pneumothorax,Polysomnography,Pulmonary Aspergillosis,Sarcoidosis,Upper Respiratory Infection,Interstitial Lung Disease Treatment"
Prof. Dr. Aiyub Ali,"MBBS,MS (Ortho)",Orthopedic Surgeon,23.0,Digital Hospital Coxsbazar Pvt Ltd.| Cox's Bazar, Cox's Bazar-4700,"Dentofacial Orthopedics,Functional Orthopedics,General Orthopedic Clinic,Jaw Orthopedics,Lingual Orthodontics,Orthodontics,Orthographic Surgery,Orthopaedic Diseases,Orthopedic in Pitampura,Orthopedic physical therapy,Orthopedic Physiotherapy,Orthopedic surgeon in pitampura,Orthopedic Surgery,Orthotic Splints,Paediatric Orthopedic Surgeon"
Asst. Prof. Dr. M. Farhad,"MBBS,BCS(Health),MCPS,MD",Neurologist,17.0,Digital Hospital Coxsbazar Pvt Ltd.| Cox's Bazar, Cox's Bazar-4700,"Bacterial Brain Abscess,Brain Aneursym Surgery,Brain Aneurysm Coiling,Brain Aneurysm Treatment,Brain Arteriovenous Fistula Embolization,Brain Dural Arteriovenous Fistula Embolization,Brain Hemorrhage,Brain infection,Brain Mapping,Brain spine TB,Brain Structure & Function,Brain Suite,Brain Surgery,Brain Tumor,Brain Tumor Surgery"
Dr. Iffat Saniya,"MBBS,FCPS,BCS(Health)",Gynecologist & Obstetrician,12.0,Digital Hospital Coxsbazar Pvt Ltd.| Cox's Bazar, Cox's Bazar-4700,"All Gynae Surgery,Cosmetic Laser Gynaecologist,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Laparoscopic Gynaecology,Laparoscopic Surgery (Obs & Gyn),Obstetrics & Gynecology,Uro Gynecological Problems"
Prof. Dr. Rezaul Karim,"MBBS,FCPS,FRCP,MACP",Medicine Specialist,28.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Infectious Diseases,Influenza (Common Cold),Neonatal Medicine,Parkinson's disease,Pediatric Medicine,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Assoc. Prof. Dr. Binoy Krishna Tarafder,"MBBS,FCPS ( Medicine)",Medicine Specialist,22.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Infectious Diseases,Influenza (Common Cold),Neonatal Medicine,Parkinson's disease,Pediatric Medicine,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Dr. Farhana Faruque,"MBBS,BCS (Health),FCPS (Medicine),MACP (USA),CCD(Birdem)",Medicine Specialist,16.0,Popular Diagnostic Centre Ltd. | Mirpur (Unit 1), Dhaka-1216,"Adolescent Medicine,Aesthetic Medicine,Cardiac Medicine,Critical Care Medicine,Family Medicine,Fetal Medicine,Fetomaternal Medicine,General Medicine,Geriatric Medicine,Immediate Dentures,Kidney Medicine,Maternal Fetal Medicine,Mediastinal tumor,Nuclear Medicine,Medical Advisor"
Antara rani pal,"BSc,MS (N&F Technology)",Nutritionist,10.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Child Nutrition,Detox Diet Counseling,Geriatric Nutrition,Geriatric Nutrition,Infant & Child nutrition,Liver Nutrition,Malnutrition,Managing nutrition,Naonatal Nutrition,Neonatal nutrition,Nutrition for Pregnant Women,Nutrition Programs,Nutritional Assessment,Nutritional Assessment,Diabetic Diet Counseling"
Asst. Prof. Dr. Sadia Afrin Tani,"MBBS,BCS(Health),MS(Genaral Surgery),FACS",General Surgeon,17.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Appendix Removal,Colonoscopy,Endosurgery,Fistula Surgery,Gallbladder Removal,Hernia Laparoscopic Surgery,Liver Biopsy,Lymph Node Biopsy,Minor Surgery,Robotic Surgery,Skin Lesion Excision & Biopsy,Cyst & Lipoma Removal"
Dr. Sourov Das,"MBBS(DU),MSC Diabeties(England),CCD(Berdem),CCVD(Berdem)",Diabetologist,,"Cha-90/2, North Badda (Pragoti Sharoni), 39, Badda, Dhaka-1212, Bangladesh",,"Alcoholic Fatty Liver Disease,Depression and Anxiety in Diabetes,Diabetes Management,Diabetes Type 2,Gestational diabetes,High Cholesterol (Dyslipidemia),Metabolic disease,Non-Alcoholic Fatty Liver Disease (NAFLD),Obesity,Pituitary Diseases,Polycystic Ovary Syndrome (PCOS),Prediabetes,Thyroid Disorders in Diabetes,Type 1 Diabetes Treatment,Pancreatitis"
Asst. Prof. Dr. Reaz Morshed,"MBBS,FCPS (Surgery),MS (Surgical Oncology)",General Surgeon,18.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Appendix Removal,Colonoscopy,Cyst & Lipoma Removal,Endosurgery,Fistula Surgery,Gallbladder Removal,Hernia Laparoscopic Surgery,Liver Biopsy,Liver biopsy,Lymph Node Biopsy,Minor Surgery,Perianal Abscess Drainage,Robotic Surgery,Skin Lesion Excision & Biopsy,Colon Resection"
Prof. Dr. Istiyak Ahmed Shamim,"MBBS(Dhaka),Ph.D. (Japan)",Urologist,25.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Blood in Urine,Blood in Urine (Hematuria) Treatment,Body Contouring Surgery,Earlobe suturing,Genito Urinary Cancer,Genitourinary Cancers,Genitourinary Malignancies,Genitourinary Surgery,Urinary Bladder,Urinary Diversion,Urinary Fistula,Urinary Incontinence (Ui),Urinary Incontinence (Ui) Treatment,Urinary Leakage"
Prof. Dr. A. Z. M. Mosiul Azam,"MBBS,DCH,M.Phil","Pediatrician
Pediatric Neurologist",23.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Abdominoperineal Resection (Pediatric),Acidity in Children,Adopted Child Syndrome Treatment,Advanced Pediatric Life Support (APLS),Arthritis in Children,Asthma In Children,Auto-immune Diseases in Children,Behaviour problem in children,Blood disorders in children,Child and Adolescent Problems,Exchange Transfusion (Pediatric),Health Checkup (Pediatric)"
Dr. Tanmoy Das Tanu,"MBBS(DU),MPH(BOU),DMU(DIU),CCD(BIRDEM),CCH(NSU)","General Physician
Diabetologist
Sonologist
Allergy Skin-VD",,"Hospital Road, Nabiganj, Habiganj, Bangladesh, 3370, Bangladesh",,"Acne,Abdominal pain,Abdominal Pain Treatment,Abdominal Ultrasound,Abnormal Behaviour,Abnormal Uterine Bleeding,Abortions,Child and Adolescent Problems,Obstetrics / Antenatal Care,Skin Allergy Treatment,Hypertension (High Blood Pressure),Diabetes,Hypertension Treatment,Thyroid Disease Management,New Born Care,Preterm newborns,Infant & Child nutrition,Maternal Care/ Checkup,Adult Counselling,General Medicine,Sexual Dysfunction,Pneumonia Treatment,Acute Diarrhea Treatment,Viral Fever Treatment,Geriatric Healthcare,GERD,Gastritis Treatment"
Asst. Prof. Dr. Md. Saqif Shahriar,"MBBS,MD (Cardiology),FESC,FSCAI (USA)",Cardiologist,17.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Atrial Tachycardia,Bacterial Endocarditis,Cardiac Ablation,Cardiac Ablation,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Cardiac Pacing,Cardiac Rehabilitation,Cardiology,Conductive Hearing Loss,Congenital Heart Defects,CRT for Heart Failure"
Assoc. Prof. Dr. Fakhrul Islam Khaled,"MBBS,CCD,MD (Cardiology)",Cardiologist,18.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Atrial Tachycardia,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Medicine,Cardiac Rehabilitation,Congenital Heart Defects,Congenital Heart Disease,Congenital Heart Surgery,Cardiac Transplant"
Dr. Indrani Nag,"MBBS,BCS (Health),FCPS (OBGYN),MCPS",Gynecologist & Obstetrician,17.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Abortion / Medical Termination of Pregnancy (MTP),Advice To Pregnant Women,All Gynae Surgery,Gynae Check Up,Gynae Problems,Gynae Problems,Gynaec Laparoscopy,Gynaecological Endoscopy,Gynec Advices,Gynecologic Oncology,Gynecological Cancer Treatment,Gynecomastia Treatment / Surgery,Laparoscopic Gynaecology,Fetomaternal Medicine"
Dr. Mamunur Rashid,"MBBS,BCS,FCPS(Medicine),MD(Gastro)",Gastroenterologist,16.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Alcoholic Fatty Liver Disease,Bariatric (Gastric Bypass) Surgery,Epigastralgia – Acute in Peptic Ulcer,,Gas bloat,Gastric Balloon,Gastric Plication,Gastritis Treatment,Gastro Intenstinal Onco Surgery,Gastroenteritis Treatment,Gastroenterology,Gastroesophageal Reflux Disease (GERD),Gastrointestinal Bleeding,Gastrointestinal Cancer Surgery,Alcoholic Liver Diseases"
Asst. Prof. Dr. Mohammad AL- Mamun,"MBBS (Dhaka),MD (Medicine),D-Card (Cardiology),FCPS (Cardiology, Thesis)","Cardiologist
Medicine Specialist",16.0,Popular Diagnostic Centre Ltd. | Badda, Dhaka-1212,"Aesthetic Medicine,Bacterial Endocarditis,Cardiac Ablation,Cardiac Ablation,Cardiac Anesthesia,Cardiac Catheterization,Cardiac Disease,Cardiac Invasive Procedures,Cardiac Medicine,Cardiac MRI,Critical Care Medicine,Family Medicine,Fetal Medicine,Cardiac Pacing"
Dr. Sayeef Hossain Khan Mark,"MBBS (DMC),BCS (Health),FCPS (Medicine Gold Medalist),MRCP (London),MACP (USA)",Medicine Specialist,20.0,Popular Diagnostic Centre Ltd. | Dhanmondi, Dhaka-1205,"Abdominoperineal resection,Bariatric Surgery,Bowel Resection Surgery,Colorectal Surgery,Ectopic pregnancy removal,Hernia repair surgery,Hipato Biliary Surgery,Kidney Biopsies,Laparoscopic Hernial Repair,Liver resection,Prostrate Removal,Testicle Correction Surgery,Tubal ligation and reversal,Esophageal anti-reflux surgery"
Prof. Dr. Brig. Gen. AFM Shamsul Haque,"MBBS,FCPS,MCPS (Medcine),FCPS (Caridology),FESC,FACC (USA),FRCP (Glasgo)",Cardiologist,26.0,Popular Diagnostic Centre Ltd. | Uttara (Unit 1), Dhaka-1230,"Abnormal Heartbeat,Anticoagulation Therapy,Antiplatelet Therapy,Cardiac Medicine,Cardiac Rehabilitation,Cardiogenic Shock,Cardiomyopathy,Coronary Artery Disease (CAD),Healthy Heart Diet,Heart Abnormalities,Heart Attack,Heart Infection (Endocarditis),High Blood Pressure,High Cholesterol,General Cardiac Check-up"
